"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","total_injuries"
"Jaylen Watkins","Philadelphia Eagles","phi",2015,16,1,1,"shin",16,16,0,0,0,0,0,0,1,0,1
"Mike Adams","Pittsburgh Steelers","pit",2015,16,16,16,"back",1,16,0,0,1,0,0,0,0,0,1
"Cortez Allen","Pittsburgh Steelers","pit",2015,16,15,15,"knee",2,16,0,0,0,0,0,0,1,0,1
"Will Allen","Pittsburgh Steelers","pit",2015,16,9,3,"concussion ankle notinjuryrelated",2,16,1,0,0,0,0,0,0,1,2
"Kelvin Beachum","Pittsburgh Steelers","pit",2015,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0,1
"Le'Veon Bell","Pittsburgh Steelers","pit",2015,16,8,8,"knee",9,16,0,0,0,0,0,0,1,0,1
"Antwon Blake","Pittsburgh Steelers","pit",2015,16,2,0,"thumb back",7,16,0,0,1,0,0,1,0,0,2
"Rob Blanchflower","Pittsburgh Steelers","pit",2015,16,15,15,"ankle",2,16,0,0,0,0,0,0,0,1,1
"Brandon Boykin","Pittsburgh Steelers","pit",2015,16,2,0,"groin ankle",2,11,0,0,0,0,0,0,1,1,2
"Martavis Bryant","Pittsburgh Steelers","pit",2015,16,3,0,"illness hip",9,16,0,0,0,1,0,0,0,0,1
"Bud Dupree","Pittsburgh Steelers","pit",2015,16,1,0,"back",14,14,0,0,1,0,0,0,0,0,1
"Terence Garvin","Pittsburgh Steelers","pit",2015,16,4,3,"knee",8,11,0,0,0,0,0,0,1,0,1
"William Gay","Pittsburgh Steelers","pit",2015,16,8,0,"notinjuryrelated shoulder concussion",3,16,1,1,0,0,0,0,0,0,2
"Marcus Gilbert","Pittsburgh Steelers","pit",2015,16,1,0,"toe",10,10,0,0,0,0,0,0,0,1,1
"Bruce Gradkowski","Pittsburgh Steelers","pit",2015,16,16,16,"hand",1,16,0,0,0,0,0,1,0,0,1
"Doran Grant","Pittsburgh Steelers","pit",2015,16,1,1,"groin",16,16,0,0,0,0,0,0,1,0,1
"James Harrison","Pittsburgh Steelers","pit",2015,16,12,1,"thumb illness notinjuryrelated knee",4,16,0,0,0,0,0,1,1,0,2
"Garrett Hartley","Pittsburgh Steelers","pit",2015,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"Cameron Heyward","Pittsburgh Steelers","pit",2015,16,1,0,"elbow",3,3,0,0,0,0,1,0,0,0,1
"Darrius Heyward-Bey","Pittsburgh Steelers","pit",2015,16,1,0,"hamstring",10,10,0,0,0,0,0,0,1,0,1
"Will Johnson","Pittsburgh Steelers","pit",2015,16,1,0,"back",10,10,0,0,1,0,0,0,0,0,1
"Jarvis Jones","Pittsburgh Steelers","pit",2015,16,2,1,"hip",6,7,0,0,0,1,0,0,0,0,1
"Landry Jones","Pittsburgh Steelers","pit",2015,16,2,2,"concussion",1,2,1,0,0,0,0,0,0,0,1
"Doug Legursky","Pittsburgh Steelers","pit",2015,16,1,0,"back",6,6,0,0,1,0,0,0,0,0,1
"Daniel McCullers","Pittsburgh Steelers","pit",2015,16,3,3,"knee",3,5,0,0,0,0,0,0,1,0,1
"Steve McLendon","Pittsburgh Steelers","pit",2015,16,1,0,"elbow",10,10,0,0,0,0,1,0,0,0,1
"Heath Miller","Pittsburgh Steelers","pit",2015,16,7,1,"notinjuryrelated rib",8,16,0,0,1,0,0,0,0,0,1
"Mike Mitchell","Pittsburgh Steelers","pit",2015,16,6,0,"hip concussion knee shoulder",2,16,1,1,0,1,0,0,1,0,4
"Isaiah Pead","Pittsburgh Steelers","pit",2015,16,1,1,"knee",10,10,0,0,0,0,0,0,1,0,1
"Maurkice Pouncey","Pittsburgh Steelers","pit",2015,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1,1
"Ben Roethlisberger","Pittsburgh Steelers","pit",2015,16,8,4,"knee foot concussion illness",4,16,1,0,0,0,0,0,1,1,3
"Ryan Shazier","Pittsburgh Steelers","pit",2015,16,11,4,"knee shoulder concussion notinjuryrelated",2,16,1,1,0,0,0,0,1,0,3
"Matt Spaeth","Pittsburgh Steelers","pit",2015,16,12,3,"hand notinjuryrelated knee",4,16,0,0,0,0,0,1,1,0,2
"Sean Spence","Pittsburgh Steelers","pit",2015,16,3,1,"hamstring",2,13,0,0,0,0,0,0,1,0,1
"Shaun Suisham","Pittsburgh Steelers","pit",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Shamarko Thomas","Pittsburgh Steelers","pit",2015,16,2,1,"knee",10,11,0,0,0,0,0,0,1,0,1
"Stephon Tuitt","Pittsburgh Steelers","pit",2015,16,3,2,"knee",7,9,0,0,0,0,0,0,1,0,1
"Ross Ventrone","Pittsburgh Steelers","pit",2015,16,1,0,"hamstring",5,5,0,0,0,0,0,0,1,0,1
"Michael Vick","Pittsburgh Steelers","pit",2015,16,3,3,"hamstring",7,9,0,0,0,0,0,0,1,0,1
"Markus Wheaton","Pittsburgh Steelers","pit",2015,16,3,0,"chest ankle",3,9,0,0,1,0,0,0,0,1,2
"DeAngelo Williams","Pittsburgh Steelers","pit",2015,16,2,0,"foot illness",10,14,0,0,0,0,0,0,0,1,1
"Kenneth Acker","San Francisco 49ers","sfo",2015,16,3,1,"back chest concussion",4,10,1,0,2,0,0,0,0,0,3
"Derek Anderson","San Francisco 49ers","sfo",2015,16,13,13,"knee",1,15,0,0,0,0,0,0,1,0,1
"Dres Anderson","San Francisco 49ers","sfo",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Arik Armstead","San Francisco 49ers","sfo",2015,16,6,0,"shoulder",11,16,0,1,0,0,0,0,0,0,1
"Blake Bell","San Francisco 49ers","sfo",2015,16,2,0,"back finger",3,12,0,0,1,0,0,1,0,0,2
"Antoine Bethea","San Francisco 49ers","sfo",2015,16,9,9,"shoulder",8,16,0,1,0,0,0,0,0,0,1
"Anquan Boldin","San Francisco 49ers","sfo",2015,16,8,2,"hamstring",7,14,0,0,0,0,0,0,1,0,1
"Alex Boone","San Francisco 49ers","sfo",2015,16,13,3,"shoulder knee triceps",3,16,0,1,0,0,1,0,1,0,3
"NaVorro Bowman","San Francisco 49ers","sfo",2015,16,14,0,"notinjuryrelated shoulder",3,16,0,1,0,0,0,0,0,0,1
"Tramaine Brock","San Francisco 49ers","sfo",2015,16,7,1,"hamstring  shin foot",1,16,0,0,0,0,0,0,2,1,3
"Ahmad Brooks","San Francisco 49ers","sfo",2015,16,12,2,"shoulder notinjuryrelated concussion toe",4,16,1,1,0,0,0,0,0,1,3
"Trent Brown","San Francisco 49ers","sfo",2015,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0,1
"Reggie Bush","San Francisco 49ers","sfo",2015,16,13,11,"calf knee",2,16,0,0,0,0,0,0,2,0,2
"Garrett Celek","San Francisco 49ers","sfo",2015,16,6,5,"concussion ankle",9,16,1,0,0,0,0,0,0,1,2
"Marcus Cromartie","San Francisco 49ers","sfo",2015,16,1,0,"hip",14,14,0,0,0,1,0,0,0,0,1
"Mike Davis","San Francisco 49ers","sfo",2015,16,7,7,"hand",9,15,0,0,0,0,0,1,0,0,1
"Vernon Davis","San Francisco 49ers","sfo",2015,16,4,2,"knee",4,7,0,0,0,0,0,0,1,0,1
"Quinton Dial","San Francisco 49ers","sfo",2015,16,5,1,"shoulder back",12,16,0,1,1,0,0,0,0,0,2
"Shaun Draughn","San Francisco 49ers","sfo",2015,16,2,2,"knee",15,16,0,0,0,0,0,0,1,0,1
"Bruce Ellington","San Francisco 49ers","sfo",2015,16,6,3,"ankle calf wrist",2,12,0,0,0,0,0,1,1,1,3
"Kendall Gaskins","San Francisco 49ers","sfo",2015,16,2,0,"hamstring concussion",13,14,1,0,0,0,0,0,1,0,2
"Eli Harold","San Francisco 49ers","sfo",2015,16,5,0,"knee shoulder finger",6,16,0,1,0,0,0,1,1,0,3
"Kendall Hunter","San Francisco 49ers","sfo",2015,16,15,15,"knee",1,16,0,0,0,0,0,0,1,0,1
"Carlos Hyde","San Francisco 49ers","sfo",2015,16,12,9,"quadricep foot",3,16,0,0,0,0,0,0,1,1,2
"Tony Jerod-Eddie","San Francisco 49ers","sfo",2015,16,3,0,"notinjuryrelated hip",8,12,0,0,0,1,0,0,0,0,1
"Dontae Johnson","San Francisco 49ers","sfo",2015,16,3,0,"hamstring ankle",12,16,0,0,0,0,0,0,1,1,2
"Colin Kaepernick","San Francisco 49ers","sfo",2015,16,8,7,"righthand leftshoulder shoulder",8,16,0,2,0,0,0,1,0,0,3
"Daniel Kilgore","San Francisco 49ers","sfo",2015,16,11,11,"ankle",1,11,0,0,0,0,0,0,0,1,1
"Aaron Lynch","San Francisco 49ers","sfo",2015,16,3,2,"concussion",13,15,1,0,0,0,0,0,0,0,1
"Marcus Martin","San Francisco 49ers","sfo",2015,16,4,2,"ankle concussion",13,16,1,0,0,0,0,0,0,1,2
"L.J. McCray","San Francisco 49ers","sfo",2015,16,10,8,"hip knee",4,16,0,0,0,1,0,0,1,0,2
"Vance McDonald","San Francisco 49ers","sfo",2015,16,7,2,"knee chest concussion",3,14,1,0,1,0,0,0,1,0,3
"Bruce Miller","San Francisco 49ers","sfo",2015,16,1,0,"foot",16,16,0,0,0,0,0,0,0,1,1
"Quinton Patton","San Francisco 49ers","sfo",2015,16,1,0,"concussion",5,5,1,0,0,0,0,0,0,0,1
"Erik Pears","San Francisco 49ers","sfo",2015,16,8,0,"back knee",7,16,0,0,1,0,0,0,1,0,2
"Bradley Pinion","San Francisco 49ers","sfo",2015,16,1,0,"rightcalf",9,9,0,0,0,0,0,0,1,0,1
"Mike Purcell","San Francisco 49ers","sfo",2015,16,2,0,"shoulder",13,14,0,1,0,0,0,0,0,0,1
"Keith Reaser","San Francisco 49ers","sfo",2015,16,4,2,"notinjuryrelated ankle",9,12,0,0,0,0,0,0,0,1,1
"Eric Reid","San Francisco 49ers","sfo",2015,16,7,0,"hip chest shoulder",4,16,0,1,1,1,0,0,0,0,3
"Jerome Simpson","San Francisco 49ers","sfo",2015,16,1,0,"finger",14,14,0,0,0,0,0,1,0,0,1
"DeAndre Smelter","San Francisco 49ers","sfo",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Torrey Smith","San Francisco 49ers","sfo",2015,16,6,0,"knee back",3,16,0,0,1,0,0,0,1,0,2
"Joe Staley","San Francisco 49ers","sfo",2015,16,9,0,"knee shoulder",5,16,0,1,0,0,0,0,1,0,2
"Jaquiski Tartt","San Francisco 49ers","sfo",2015,16,6,1,"knee ankle",11,16,0,0,0,0,0,0,1,1,2
"Brandon Thomas","San Francisco 49ers","sfo",2015,16,2,2,"ankle",6,7,0,0,0,0,0,0,0,1,1
"Andrew Tiller","San Francisco 49ers","sfo",2015,16,2,0,"knee",13,14,0,0,0,0,0,0,1,0,1
"Jimmie Ward","San Francisco 49ers","sfo",2015,16,1,0,"elbow",14,14,0,0,0,0,1,0,0,0,1
"Michael Wilhoite","San Francisco 49ers","sfo",2015,16,5,4,"ankle",12,16,0,0,0,0,0,0,0,1,1
"Cliff Avril","Seattle Seahawks","sea",2015,16,7,0,"ankle notinjuryrelated back",7,16,0,0,1,0,0,0,0,1,2
"Doug Baldwin","Seattle Seahawks","sea",2015,16,3,0,"toe ankle hamstring",10,15,0,0,0,0,0,0,1,2,3
"Michael Bennett","Seattle Seahawks","sea",2015,16,13,0,"ankle toe notinjuryrelated",2,16,0,0,0,0,0,0,0,2,2
"Justin Britt","Seattle Seahawks","sea",2015,16,1,0,"hip",7,7,0,0,0,1,0,0,0,0,1
"Marcus Burley","Seattle Seahawks","sea",2015,16,5,3,"hand ankle",5,12,0,0,0,0,0,1,0,1,2
"Kam Chancellor","Seattle Seahawks","sea",2015,16,4,3,"shoulder pelvis",7,16,0,1,0,1,0,0,0,0,2
"Frank Clark","Seattle Seahawks","sea",2015,16,2,1,"hamstring",6,7,0,0,0,0,0,0,1,0,1
"Derrick Coleman","Seattle Seahawks","sea",2015,16,2,1,"concussion",7,8,1,0,0,0,0,0,0,0,1
"Brock Coyle","Seattle Seahawks","sea",2015,16,8,8,"knee",6,13,0,0,0,0,0,0,1,0,1
"Demarcus Dobbs","Seattle Seahawks","sea",2015,16,10,5,"back shoulder concussion",2,14,1,1,1,0,0,0,0,0,3
"Garry Gilliam","Seattle Seahawks","sea",2015,16,3,0,"rib ankle",2,11,0,0,1,0,0,0,0,1,2
"Jimmy Graham","Seattle Seahawks","sea",2015,16,5,5,"knee",12,16,0,0,0,0,0,0,1,0,1
"Cooper Helfet","Seattle Seahawks","sea",2015,16,1,0,"knee",1,1,0,0,0,0,0,0,1,0,1
"Jordan Hill","Seattle Seahawks","sea",2015,16,8,6,"quadricep toe",6,16,0,0,0,0,0,0,1,1,2
"Bruce Irvin","Seattle Seahawks","sea",2015,16,3,1,"rib knee",2,11,0,0,1,0,0,0,1,0,2
"Fred Jackson","Seattle Seahawks","sea",2015,16,1,0,"ankle",5,5,0,0,0,0,0,0,0,1,1
"Tarvaris Jackson","Seattle Seahawks","sea",2015,16,2,2,"ankle",1,3,0,0,0,0,0,0,0,1,1
"Jermaine Kearse","Seattle Seahawks","sea",2015,16,1,0,"calf",15,15,0,0,0,0,0,0,1,0,1
"Jeremy Lane","Seattle Seahawks","sea",2015,16,12,10,"knee",1,15,0,0,0,0,0,0,1,0,1
"Patrick Lewis","Seattle Seahawks","sea",2015,16,4,2,"ankle knee",7,12,0,0,0,0,0,0,1,1,2
"Tyler Lockett","Seattle Seahawks","sea",2015,16,1,0,"hip",7,7,0,0,0,1,0,0,0,0,1
"Ricardo Lockette","Seattle Seahawks","sea",2015,16,9,8,"shortnessofbreath neck",5,16,1,0,0,0,0,0,0,0,1
"Marshawn Lynch","Seattle Seahawks","sea",2015,16,16,9,"notinjuryrelated calf hamstring abdomen",1,16,0,0,1,0,0,0,2,0,3
"Anthony McCoy","Seattle Seahawks","sea",2015,16,3,3,"ankle knee",14,16,0,0,0,0,0,0,1,1,2
"Brandon Mebane","Seattle Seahawks","sea",2015,16,2,1,"groin",4,5,0,0,0,0,0,0,1,0,1
"Nick Moody","Seattle Seahawks","sea",2015,16,3,2,"ankle",6,8,0,0,0,0,0,0,0,1,1
"Mike Morgan","Seattle Seahawks","sea",2015,16,4,2,"hamstring",1,4,0,0,0,0,0,0,1,0,1
"Russell Okung","Seattle Seahawks","sea",2015,16,5,3,"toe calf",8,16,0,0,0,0,0,0,1,1,2
"Kevin Pierre-Louis","Seattle Seahawks","sea",2015,16,3,2,"hamstring",4,6,0,0,0,0,0,0,1,0,1
"Thomas Rawls","Seattle Seahawks","sea",2015,16,5,3,"calf knee ankle",8,16,0,0,0,0,0,0,2,1,3
"Paul Richardson","Seattle Seahawks","sea",2015,16,15,15,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"DeShawn Shead","Seattle Seahawks","sea",2015,16,2,0,"ankle",14,15,0,0,0,0,0,0,0,1,1
"Richard Sherman","Seattle Seahawks","sea",2015,16,1,0,"ankle",7,7,0,0,0,0,0,0,0,1,1
"Tharold Simon","Seattle Seahawks","sea",2015,16,16,15,"toe",1,16,0,0,0,0,0,0,0,1,1
"Tye Smith","Seattle Seahawks","sea",2015,16,3,3,"hip",5,7,0,0,0,1,0,0,0,0,1
"J.R. Sweezy","Seattle Seahawks","sea",2015,16,2,1,"shoulder concussion",11,16,1,1,0,0,0,0,0,0,2
"Steven Terrell","Seattle Seahawks","sea",2015,16,3,2,"hip",3,5,0,0,0,1,0,0,0,0,1
"Earl Thomas","Seattle Seahawks","sea",2015,16,1,0,"hip",12,12,0,0,0,1,0,0,0,0,1
"Will Tukuafu","Seattle Seahawks","sea",2015,16,2,1,"foot concussion",2,12,1,0,0,0,0,0,0,1,2
"Bobby Wagner","Seattle Seahawks","sea",2015,16,5,1,"ankle pectoral",2,7,0,0,1,0,0,0,0,1,2
"Cary Williams","Seattle Seahawks","sea",2015,16,2,0,"thigh hip",3,10,0,0,0,1,0,0,1,0,2
"Luke Willson","Seattle Seahawks","sea",2015,16,6,2,"back toe rib concussion",3,16,1,0,2,0,0,0,0,1,4
"K.J. Wright","Seattle Seahawks","sea",2015,16,2,0,"hip knee",4,10,0,0,0,1,0,0,1,0,2
"Jude Adjei-Barimah","Tampa Bay Buccaneers","tam",2015,16,1,0,"elbow",13,13,0,0,0,0,1,0,0,0,1
"Johnthan Banks","Tampa Bay Buccaneers","tam",2015,16,3,2,"knee",4,6,0,0,0,0,0,0,1,0,1
"Kenny Bell","Tampa Bay Buccaneers","tam",2015,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"Kourtnei Brown","Tampa Bay Buccaneers","tam",2015,16,2,2,"groin",15,16,0,0,0,0,0,0,1,0,1
"Bruce Carter","Tampa Bay Buccaneers","tam",2015,16,6,2,"ribs thigh concussion ankle",2,15,1,0,1,0,0,0,1,1,4
"Gosder Cherilus","Tampa Bay Buccaneers","tam",2015,16,2,1,"knee",12,13,0,0,0,0,0,0,1,0,1
"Chris Conte","Tampa Bay Buccaneers","tam",2015,16,4,2,"hip ankle knee",4,16,0,0,0,1,0,0,1,1,3
"Lavonte David","Tampa Bay Buccaneers","tam",2015,16,2,0,"ankle",13,14,0,0,0,0,0,0,0,1,1
"Evan Dietrich-Smith","Tampa Bay Buccaneers","tam",2015,16,7,5,"ankle knee",3,11,0,0,0,0,0,0,1,1,2
"Demar Dotson","Tampa Bay Buccaneers","tam",2015,16,10,10,"knee",1,14,0,0,0,0,0,0,1,0,1
"Kadeem Edwards","Tampa Bay Buccaneers","tam",2015,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1,1
"Larry English","Tampa Bay Buccaneers","tam",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Mike Evans","Tampa Bay Buccaneers","tam",2015,16,3,1,"hamstring",1,3,0,0,0,0,0,0,1,0,1
"T.J. Fatinikun","Tampa Bay Buccaneers","tam",2015,16,12,12,"shoulder",5,16,0,1,0,0,0,0,0,0,1
"Reid Fragel","Tampa Bay Buccaneers","tam",2015,16,11,11,"concussion head",6,16,2,0,0,0,0,0,0,0,2
"William Gholston","Tampa Bay Buccaneers","tam",2015,16,3,0,"knee concussion hip",8,16,1,0,0,1,0,0,1,0,3
"Joe Hawley","Tampa Bay Buccaneers","tam",2015,16,1,0,"neck",12,12,1,0,0,0,0,0,0,0,1
"Vincent Jackson","Tampa Bay Buccaneers","tam",2015,16,9,6,"knee",7,16,0,0,0,0,0,0,1,0,1
"Mike Jenkins","Tampa Bay Buccaneers","tam",2015,16,4,2,"hamstring  quadricep",1,12,0,0,0,0,0,0,2,0,2
"George Johnson","Tampa Bay Buccaneers","tam",2015,16,9,5,"illness  neck ribs calf",1,15,1,0,1,0,0,0,1,0,3
"Danny Lansanah","Tampa Bay Buccaneers","tam",2015,16,1,0,"ankle",2,2,0,0,0,0,0,0,0,1,1
"Logan Mankins","Tampa Bay Buccaneers","tam",2015,16,8,1,"groin notinjuryrelated ankle knee",5,16,0,0,0,0,0,0,2,1,3
"Ali Marpet","Tampa Bay Buccaneers","tam",2015,16,4,3,"ankle",9,12,0,0,0,0,0,0,0,1,1
"Doug Martin","Tampa Bay Buccaneers","tam",2015,16,1,0,"knee",4,4,0,0,0,0,0,0,1,0,1
"Gerald McCoy","Tampa Bay Buccaneers","tam",2015,16,11,1,"shoulder hand",3,15,0,1,0,0,0,1,0,0,2
"Tony McDaniel","Tampa Bay Buccaneers","tam",2015,16,4,2,"groin notinjuryrelated",6,9,0,0,0,0,0,0,1,0,1
"Clinton McDonald","Tampa Bay Buccaneers","tam",2015,16,10,10,"pectoral",7,16,0,0,1,0,0,0,0,0,1
"Bradley McDougald","Tampa Bay Buccaneers","tam",2015,16,1,0,"concussion",9,9,1,0,0,0,0,0,0,0,1
"Sterling Moore","Tampa Bay Buccaneers","tam",2015,16,1,0,"ankle",16,16,0,0,0,0,0,0,0,1,1
"Louis Murphy","Tampa Bay Buccaneers","tam",2015,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0,1
"Austin Seferian-Jenkins","Tampa Bay Buccaneers","tam",2015,16,10,9,"shoulder",3,12,0,1,0,0,0,0,0,0,1
"Russell Shepard","Tampa Bay Buccaneers","tam",2015,16,3,2,"hamstring",5,7,0,0,0,0,0,0,1,0,1
"Josh Shirley","Tampa Bay Buccaneers","tam",2015,16,2,1,"calf",10,11,0,0,0,0,0,0,1,0,1
"Donovan Smith","Tampa Bay Buccaneers","tam",2015,16,1,0,"knee",4,4,0,0,0,0,0,0,1,0,1
"Jacquies Smith","Tampa Bay Buccaneers","tam",2015,16,6,4,"ankle hamstring",8,14,0,0,0,0,0,0,1,1,2
"Akeem Spence","Tampa Bay Buccaneers","tam",2015,16,8,8,"back  ankle",1,16,0,0,1,0,0,0,0,1,2
"Luke Stocker","Tampa Bay Buccaneers","tam",2015,16,4,2,"hip back",4,12,0,0,1,1,0,0,0,0,2
"D.J. Swearinger","Tampa Bay Buccaneers","tam",2015,16,3,2,"shoulder toe",3,9,0,1,0,0,0,0,0,1,2
"Keith Tandy","Tampa Bay Buccaneers","tam",2015,16,2,1,"concussion",11,12,1,0,0,0,0,0,0,0,1
"Alterraun Verner","Tampa Bay Buccaneers","tam",2015,16,1,0,"foot",9,9,0,0,0,0,0,0,0,1,1
"Major Wright","Tampa Bay Buccaneers","tam",2015,16,9,7,"abdomen hamstring undisclosed",2,16,0,0,1,0,0,0,1,0,2
"Antonio Andrews","Tennessee Titans","oti",2015,16,3,2,"hamstring",1,3,0,0,0,0,0,0,1,0,1
"David Bass","Tennessee Titans","oti",2015,16,1,0,"hip",14,14,0,0,0,1,0,0,0,0,1
"Zach Brown","Tennessee Titans","oti",2015,16,2,0,"illness knee",3,9,0,0,0,0,0,0,1,0,1
"David Cobb","Tennessee Titans","oti",2015,16,9,9,"calf",1,9,0,0,0,0,0,0,1,0,1
"Perrish Cox","Tennessee Titans","oti",2015,16,7,3,"hip  hamstring",1,10,0,0,0,1,0,0,1,0,2
"Yannick Cudjoe-Virgil","Tennessee Titans","oti",2015,16,4,4,"knee",13,16,0,0,0,0,0,0,1,0,1
"Harry Douglas","Tennessee Titans","oti",2015,16,4,2,"ribs ankle",6,15,0,0,1,0,0,0,0,1,2
"Anthony Fasano","Tennessee Titans","oti",2015,16,3,0,"concussion shoulder",5,13,1,1,0,0,0,0,0,0,2
"Jalston Fowler","Tennessee Titans","oti",2015,16,1,0,"toe",16,16,0,0,0,0,0,0,0,1,1
"Andy Gallik","Tennessee Titans","oti",2015,16,2,1,"illness  concussion",1,7,1,0,0,0,0,0,0,0,1
"Michael Griffin","Tennessee Titans","oti",2015,16,4,1,"notinjuryrelated knee foot",5,16,0,0,0,0,0,0,1,1,2
"Brandon Harris","Tennessee Titans","oti",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Sammie Lee Hill","Tennessee Titans","oti",2015,16,14,6,"knee illness",1,16,0,0,0,0,0,0,1,0,1
"Marqueston Huff","Tennessee Titans","oti",2015,16,2,0,"hamstring",3,12,0,0,0,0,0,0,1,0,1
"Justin Hunter","Tennessee Titans","oti",2015,16,7,7,"ankle",10,16,0,0,0,0,0,0,0,1,1
"Taylor Lewan","Tennessee Titans","oti",2015,16,2,1,"shoulder concussion",5,16,1,1,0,0,0,0,0,0,2
"Marcus Mariota","Tennessee Titans","oti",2015,16,5,4,"knee",6,16,0,0,0,0,0,0,1,0,1
"Mike Martin","Tennessee Titans","oti",2015,16,5,5,"knee",12,16,0,0,0,0,0,0,1,0,1
"Dexter McCluster","Tennessee Titans","oti",2015,16,8,5,"illness ankle knee wrist",6,16,0,0,0,0,0,1,1,1,3
"Jason McCourty","Tennessee Titans","oti",2015,16,14,12,"groin  hamstring",1,16,0,0,0,0,0,0,2,0,2
"Derrick Morgan","Tennessee Titans","oti",2015,16,9,6,"back ankle shoulder",3,16,0,1,1,0,0,0,0,1,3
"Deiontrez Mount","Tennessee Titans","oti",2015,16,1,1,"knee",5,5,0,0,0,0,0,0,1,0,1
"Cody Riggs","Tennessee Titans","oti",2015,16,4,3,"knee",2,5,0,0,0,0,0,0,1,0,1
"Brian Schwenke","Tennessee Titans","oti",2015,16,11,11,"ankle",6,16,0,0,0,0,0,0,0,1,1
"Da'Norris Searcy","Tennessee Titans","oti",2015,16,2,1,"hamstring",14,15,0,0,0,0,0,0,1,0,1
"Phillip Supernaw","Tennessee Titans","oti",2015,16,1,0,"foot",14,14,0,0,0,0,0,0,0,1,1
"Delanie Walker","Tennessee Titans","oti",2015,16,3,1,"hand hamstring",2,15,0,0,0,0,0,1,1,0,2
"Chance Warmack","Tennessee Titans","oti",2015,16,4,2,"knee ankle",3,10,0,0,0,0,0,0,1,1,2
"Avery Williamson","Tennessee Titans","oti",2015,16,2,1,"hamstring",5,6,0,0,0,0,0,0,1,0,1
"Al Woods","Tennessee Titans","oti",2015,16,3,2,"ankle",10,12,0,0,0,0,0,0,0,1,1
"Blidi Wreh-Wilson","Tennessee Titans","oti",2015,16,4,2,"hamstring",8,11,0,0,0,0,0,0,1,0,1
"Kendall Wright","Tennessee Titans","oti",2015,16,8,6,"knee ribs",8,16,0,0,1,0,0,0,1,0,2
"Chris Baker","Washington Football Team","was",2015,16,2,0,"ankle illness",10,12,0,0,0,0,0,0,0,1,1
"Will Blackmon","Washington Football Team","was",2015,16,2,0,"shoulder shin",12,16,0,1,0,0,0,0,1,0,2
"Bashaud Breeland","Washington Football Team","was",2015,16,6,0,"shoulder knee hamstring",6,11,0,1,0,0,0,0,2,0,3
"Derek Carrier","Washington Football Team","was",2015,16,5,4,"ankle knee",12,16,0,0,0,0,0,0,1,1,2
"Tom Compton","Washington Football Team","was",2015,16,3,2,"calf",1,3,0,0,0,0,0,0,1,0,1
"William Compton","Washington Football Team","was",2015,16,4,0,"shoulder neck shin",13,16,1,1,0,0,0,0,1,0,3
"Chris Culliver","Washington Football Team","was",2015,16,13,9,"knee shoulder",4,16,0,1,0,0,0,0,1,0,2
"Quinton Dunbar","Washington Football Team","was",2015,16,4,1,"illness finger quadricep",8,16,0,0,0,0,0,1,1,0,2
"Deshazor Everett","Washington Football Team","was",2015,16,3,2,"hamstring",11,13,0,0,0,0,0,0,1,0,1
"Junior Galette","Washington Football Team","was",2015,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1,1
"Pierre Garcon","Washington Football Team","was",2015,16,2,0,"knee",5,6,0,0,0,0,0,0,1,0,1
"Dashon Goldson","Washington Football Team","was",2015,16,8,1,"wrist knee,hamstring rib shoulder",9,16,0,1,1,0,0,1,2,0,5
"Kedric Golston","Washington Football Team","was",2015,16,4,1,"hand calf",4,15,0,0,0,0,0,1,1,0,2
"Ryan Grant","Washington Football Team","was",2015,16,3,0,"abdomen",14,16,0,0,1,0,0,0,0,0,1
"Robert Griffin","Washington Football Team","was",2015,16,1,1,"concussion",1,1,1,0,0,0,0,0,0,0,1
"DeAngelo Hall","Washington Football Team","was",2015,16,14,5,"rib toe calf",2,16,0,0,1,0,0,0,1,1,3
"Jason Hatcher","Washington Football Team","was",2015,16,10,1,"knee neck",7,16,1,0,0,0,0,0,1,0,2
"Adam Hayward","Washington Football Team","was",2015,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Duke Ihenacho","Washington Football Team","was",2015,16,15,15,"wrist",2,16,0,0,0,0,0,1,0,0,1
"DeSean Jackson","Washington Football Team","was",2015,16,11,7,"hamstring illness knee foot",2,16,0,0,0,0,0,0,2,1,3
"Jackson Jeffcoat","Washington Football Team","was",2015,16,11,10,"thigh  undisclosed",1,16,0,0,0,0,0,0,1,0,1
